Days to Ship Actual,Sales Forecast,Ship Status,Days to Ship Scheduled,Sales per Customer,Profit Ratio,Category,City,Country,Customer Name,Discount,Number of Records,Order Date,Order ID,Postal Code,Product Name,Profit,Quantity,Region,Profit per Order,Sales,Segment,Ship Date,Ship Mode,State,Sub-Category
3,"$1,686",Shipped On Time,3,"$1,126.02",5.00%,Office Supplies,Marietta,United States,Randy Ferguson,0.00%,1,28-11-2016,CA-2016-163167,30062,Tennsco Single-Tier Lockers,$56,3,South,$56.30,"$1,126",Corporate,01-12-2016,Second Class,Georgia,Storage
3,"$1,892",Shipped On Time,3,"$1,263.30",25.00%,Office Supplies,Marietta,United States,Randy Ferguson,0.00%,1,28-11-2016,CA-2016-163167,30062,"24 Capacity Maxi Data Binder Racks, Pearl",$316,6,South,$315.82,"$1,263",Corporate,01-12-2016,Second Class,Georgia,Storage
7,$13,Shipped Late,6,$8.82,29.00%,Office Supplies,Seattle,United States,Edward Hooks,0.00%,1,23-12-2016,CA-2016-135776,98103,Newell 317,$3,3,West,$2.56,$9,Corporate,30-12-2016,Standard Class,Washington,Art
7,$57,Shipped Late,6,$37.94,48.00%,Office Supplies,Seattle,United States,Edward Hooks,0.00%,1,23-12-2016,CA-2016-135776,98103,Computer Printout Paper with Letter-Trim Perforations,$18,2,West,$18.21,$38,Corporate,30-12-2016,Standard Class,Washington,Paper
7,$6,Shipped Late,6,$4.20,28.00%,Office Supplies,Seattle,United States,Edward Hooks,0.00%,1,23-12-2016,CA-2016-135776,98103,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",$1,2,West,$1.18,$4,Corporate,30-12-2016,Standard Class,Washington,Art
7,$340,Shipped Late,6,$227.28,1.00%,Office Supplies,Seattle,United States,Edward Hooks,0.00%,1,23-12-2016,CA-2016-135776,98103,SAFCO Boltless Steel Shelving,$2,2,West,$2.27,$227,Corporate,30-12-2016,Standard Class,Washington,Storage
7,$72,Shipped Late,6,$47.90,48.00%,Office Supplies,Seattle,United States,Edward Hooks,0.00%,1,23-12-2016,CA-2016-135776,98103,Xerox 1911,$23,1,West,$22.99,$48,Corporate,30-12-2016,Standard Class,Washington,Paper
7,$93,Shipped Late,6,$61.96,49.00%,Office Supplies,Seattle,United States,Edward Hooks,0.00%,1,23-12-2016,CA-2016-135776,98103,Staple envelope,$30,2,West,$30.36,$62,Corporate,30-12-2016,Standard Class,Washington,Envelopes
7,"$1,674",Shipped Late,6,"$1,117.92",5.00%,Office Supplies,Seattle,United States,Edward Hooks,0.00%,1,23-12-2016,CA-2016-135776,98103,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",$56,4,West,$55.90,"$1,118",Corporate,30-12-2016,Standard Class,Washington,Storage
2,$275,Shipped Late,1,$183.37,-4.30%,Furniture,Parma,United States,Anna Chung,30.00%,1,15-10-2014,US-2014-122021,44134,Global Italian Leather Office Chair,($8),2,East,$-7.86,$183,Consumer,17-10-2014,First Class,Ohio,Chairs
2,$12,Shipped Late,1,$7.97,36.30%,Office Supplies,Parma,United States,Anna Chung,20.00%,1,15-10-2014,US-2014-122021,44134,Xerox 1897,$3,2,East,$2.89,$8,Consumer,17-10-2014,First Class,Ohio,Paper
5,$39,Shipped Early,6,$26.35,-70.00%,Office Supplies,Gresham,United States,Sheri Gordon,70.00%,1,22-08-2016,CA-2016-130484,97030,GBC Imprintable Covers,($18),8,West,$-18.45,$26,Consumer,27-08-2016,Standard Class,Oregon,Binders
4,$721,Shipped Early,6,$481.32,26.00%,Office Supplies,Anaheim,United States,Christine Abelman,0.00%,1,17-12-2017,CA-2017-120936,92804,Iceberg Mobile Mega Data/Printer Cart,$125,4,West,$125.14,$481,Corporate,21-12-2017,Standard Class,California,Storage
4,$21,Shipped Early,6,$13.98,26.00%,Office Supplies,Anaheim,United States,Christine Abelman,0.00%,1,17-12-2017,CA-2017-120936,92804,Fiskars Spring-Action Scissors,$4,1,West,$3.63,$14,Corporate,21-12-2017,Standard Class,California,Supplies
5,$39,Shipped Early,6,$25.92,35.00%,Office Supplies,New York City,United States,Shahid Hopkins,20.00%,1,07-03-2017,CA-2017-110884,10035,3M Organizer Strips,$9,6,East,$9.07,$26,Consumer,12-03-2017,Standard Class,New York,Binders
5,$137,Shipped Early,6,$91.59,46.00%,Office Supplies,New York City,United States,Shahid Hopkins,0.00%,1,07-03-2017,CA-2017-110884,10035,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",$42,3,East,$42.13,$92,Consumer,12-03-2017,Standard Class,New York,Labels
2,"$1,009",Shipped Early,3,$674.06,-2.90%,Furniture,Houston,United States,Matt Connell,30.00%,1,01-12-2014,US-2014-161613,77070,Hon 4070 Series Pagoda Round Back Stacking Chairs,($19),3,Central,$-19.26,$674,Corporate,03-12-2014,Second Class,Texas,Chairs
2,$34,Shipped Early,3,$22.92,48.00%,Office Supplies,Concord,United States,Jim Epp,0.00%,1,14-10-2014,US-2014-146353,3301,Avery Metallic Poly Binders,$11,4,East,$11.00,$23,Corporate,16-10-2014,Second Class,New Hampshire,Binders
2,$404,Shipped Early,3,$269.90,6.00%,Office Supplies,Concord,United States,Jim Epp,0.00%,1,14-10-2014,US-2014-146353,3301,Fellowes Bankers Box Recycled Super Stor/Drawer,$16,5,East,$16.19,$270,Corporate,16-10-2014,Second Class,New Hampshire,Storage
5,$18,Shipped Late,3,$11.81,-73.30%,Office Supplies,Fairfield,United States,MaryBeth Skach,70.00%,1,18-11-2014,CA-2014-133809,45014,Pressboard Hanging Data Binders for Unburst Sheets,($9),8,East,$-8.66,$12,Consumer,23-11-2014,Second Class,Ohio,Binders
5,$14,Shipped Late,3,$9.59,-21.70%,Technology,Fairfield,United States,MaryBeth Skach,40.00%,1,18-11-2014,CA-2014-133809,45014,PNY Rapid USB Car Charger - Black,($2),2,East,$-2.08,$10,Consumer,23-11-2014,Second Class,Ohio,Phones
4,$27,Shipped Early,6,$18.34,36.30%,Office Supplies,Johnson City,United States,Brosina Hoffman,20.00%,1,14-01-2017,CA-2017-127306,37604,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",$7,3,South,$6.65,$18,Consumer,18-01-2017,Standard Class,Tennessee,Envelopes
4,$54,Shipped Early,6,$36.29,35.00%,Office Supplies,Johnson City,United States,Brosina Hoffman,20.00%,1,14-01-2017,CA-2017-127306,37604,Xerox 1931,$13,7,South,$12.70,$36,Consumer,18-01-2017,Standard Class,Tennessee,Paper
4,$168,Shipped Early,6,$111.98,6.30%,Technology,Johnson City,United States,Brosina Hoffman,20.00%,1,14-01-2017,CA-2017-127306,37604,iHome FM Clock Radio with Lightning Dock,$7,2,South,$7.00,$112,Consumer,18-01-2017,Standard Class,Tennessee,Phones
4,$9,Shipped Early,6,$5.97,-76.70%,Office Supplies,Johnson City,United States,Brosina Hoffman,70.00%,1,14-01-2017,CA-2017-127306,37604,Ibico Presentation Index for Binding Systems,($5),5,South,$-4.58,$6,Consumer,18-01-2017,Standard Class,Tennessee,Binders
4,$4,Shipped Early,6,$2.51,-73.30%,Office Supplies,Johnson City,United States,Brosina Hoffman,70.00%,1,14-01-2017,CA-2017-127306,37604,Avery Durable Slant Ring Binders With Label Holder,($2),2,South,$-1.84,$3,Consumer,18-01-2017,Standard Class,Tennessee,Binders
2,$54,Shipped Early,3,$35.96,29.00%,Office Supplies,Seattle,United States,Max Engle,0.00%,1,24-09-2015,CA-2015-161830,98105,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",$10,2,West,$10.43,$36,Consumer,26-09-2015,Second Class,Washington,Art
2,$22,Shipped Early,3,$14.95,36.30%,Office Supplies,Seattle,United States,Max Engle,20.00%,1,24-09-2015,CA-2015-161830,98105,Avery Hole Reinforcements,$5,3,West,$5.42,$15,Consumer,26-09-2015,Second Class,Washington,Binders
2,$101,Shipped Early,3,$67.14,8.70%,Office Supplies,League City,United States,Maria Bertelson,20.00%,1,09-10-2017,CA-2017-163125,77573,Bulldog Vacuum Base Pencil Sharpener,$6,7,Central,$5.88,$67,Consumer,11-10-2017,Second Class,Texas,Art
2,$380,Shipped Early,3,$254.06,-12.90%,Furniture,League City,United States,Maria Bertelson,30.00%,1,09-10-2017,CA-2017-163125,77573,Hon Every-Day Chair Series Swivel Task Chairs,($33),3,Central,$-32.66,$254,Consumer,11-10-2017,Second Class,Texas,Chairs
5,$260,Shipped Early,6,$173.94,22.00%,Furniture,Gaithersburg,United States,Brendan Murry,0.00%,1,02-01-2016,CA-2016-160304,20877,"Bush Westfield Collection Bookcases, Medium Cherry Finish",$38,3,East,$38.27,$174,Corporate,07-01-2016,Standard Class,Maryland,Bookcases
5,$347,Shipped Early,6,$231.98,29.00%,Technology,Gaithersburg,United States,Brendan Murry,0.00%,1,02-01-2016,CA-2016-160304,20877,GE 30522EE2,$67,2,East,$67.27,$232,Corporate,07-01-2016,Standard Class,Maryland,Phones
4,$3,Shipped Early,6,$2.30,-170.00%,Office Supplies,Chicago,United States,Sonia Cooley,80.00%,1,19-08-2017,CA-2017-101728,60653,Binder Posts,($4),2,Central,$-3.90,$2,Consumer,23-08-2017,Standard Class,Illinois,Binders
4,$144,Shipped Late,3,$96.08,48.00%,Office Supplies,Huntsville,United States,Mick Hernandez,0.00%,1,25-12-2017,CA-2017-114055,35810,14-7/8 x 11 Blue Bar Computer Printout Paper,$46,2,South,$46.12,$96,Home Office,29-12-2017,Second Class,Alabama,Paper
4,$5,Shipped Late,3,$3.62,33.00%,Office Supplies,Huntsville,United States,Mick Hernandez,0.00%,1,25-12-2017,CA-2017-114055,35810,Assorted Color Push Pins,$1,2,South,$1.19,$4,Home Office,29-12-2017,Second Class,Alabama,Fasteners
4,$942,Shipped Late,3,$629.10,48.00%,Office Supplies,Huntsville,United States,Mick Hernandez,0.00%,1,25-12-2017,CA-2017-114055,35810,Xerox 1915,$302,6,South,$301.97,$629,Home Office,29-12-2017,Second Class,Alabama,Paper
4,$136,Shipped Late,3,$90.48,26.00%,Technology,Huntsville,United States,Mick Hernandez,0.00%,1,25-12-2017,CA-2017-114055,35810,AT&T 17929 Lendline Telephone,$24,2,South,$23.52,$90,Home Office,29-12-2017,Second Class,Alabama,Phones
3,$22,Shipped Late,1,$14.88,25.00%,Office Supplies,Lawrence,United States,Alex Russell,0.00%,1,10-09-2017,CA-2017-126438,1841,"Eberhard Faber 3 1/2"" Golf Pencils",$4,2,East,$3.72,$15,Corporate,13-09-2017,First Class,Massachusetts,Art
4,$137,Shipped Early,6,$91.28,-74.00%,Furniture,Chicago,United States,Mary O'Rourke,50.00%,1,19-10-2017,CA-2017-117653,60623,"Lesro Round Back Collection Coffee Table, End Table",($68),1,Central,$-67.54,$91,Consumer,23-10-2017,Standard Class,Illinois,Tables
5,$29,Shipped Early,6,$19.44,48.00%,Office Supplies,Fairfield,United States,Alan Dominguez,0.00%,1,01-12-2017,CA-2017-143245,6824,Xerox 214,$9,3,East,$9.33,$19,Home Office,06-12-2017,Standard Class,Connecticut,Paper
5,"$1,344",Shipped Early,6,$897.15,28.00%,Furniture,Fairfield,United States,Alan Dominguez,0.00%,1,01-12-2017,CA-2017-143245,6824,Global Comet Stacking Armless Chair,$251,3,East,$251.20,$897,Home Office,06-12-2017,Standard Class,Connecticut,Chairs
1,$86,Shipped On Time,1,$57.75,28.00%,Office Supplies,New York City,United States,Katherine Ducich,0.00%,1,02-09-2014,US-2014-138828,10009,Newell 324,$16,5,East,$16.17,$58,Consumer,03-09-2014,First Class,New York,Art
1,$22,Shipped On Time,1,$14.94,47.00%,Office Supplies,New York City,United States,Katherine Ducich,0.00%,1,02-09-2014,US-2014-138828,10009,Easy-staple paper,$7,3,East,$7.02,$15,Consumer,03-09-2014,First Class,New York,Paper
5,$35,Shipped Early,6,$23.10,30.00%,Office Supplies,Seattle,United States,Filia McAdams,0.00%,1,25-03-2017,CA-2017-143651,98103,Newell 309,$7,2,West,$6.93,$23,Corporate,30-03-2017,Standard Class,Washington,Art
6,$19,Shipped On Time,6,$12.54,33.80%,Office Supplies,Aurora,United States,Zuschuss Carroll,20.00%,1,28-09-2015,CA-2015-106978,80013,"#10 White Business Envelopes,4 1/8 x 9 1/2",$4,1,West,$4.23,$13,Consumer,04-10-2015,Standard Class,Colorado,Envelopes
6,$2,Shipped On Time,6,$1.08,-73.30%,Office Supplies,Aurora,United States,Zuschuss Carroll,70.00%,1,28-09-2015,CA-2015-106978,80013,Wilson Jones Easy Flow II Sheet Lifters,($1),2,West,$-0.79,$1,Consumer,04-10-2015,Standard Class,Colorado,Binders
6,$7,Shipped On Time,6,$4.51,18.80%,Office Supplies,Aurora,United States,Zuschuss Carroll,20.00%,1,28-09-2015,CA-2015-106978,80013,Staples,$1,3,West,$0.85,$5,Consumer,04-10-2015,Standard Class,Colorado,Fasteners
6,$25,Shipped On Time,6,$16.78,10.00%,Technology,Lehi,United States,Karen Seio,20.00%,1,15-03-2015,CA-2015-155124,84043,"SmartStand Mobile Device Holder, Assorted Colors",$2,3,West,$1.68,$17,Corporate,21-03-2015,Standard Class,Utah,Phones
7,$51,Shipped Late,6,$33.74,46.00%,Office Supplies,Tuscaloosa,United States,Dennis Pardue,0.00%,1,06-01-2017,CA-2017-150931,35401,Wilson Jones Turn Tabs Binder Tool for Ring Binders,$16,7,South,$15.52,$34,Home Office,13-01-2017,Standard Class,Alabama,Binders
5,"$1,986",Shipped Early,6,"$1,325.85",18.00%,Office Supplies,San Francisco,United States,Brian Dahlen,0.00%,1,13-01-2014,CA-2014-157147,94109,Tennsco 6- and 18-Compartment Lockers,$239,5,West,$238.65,"$1,326",Consumer,18-01-2014,Standard Class,California,Storage
5,$500,Shipped Early,6,$334.00,1.20%,Furniture,San Francisco,United States,Brian Dahlen,15.00%,1,13-01-2014,CA-2014-157147,94109,"O'Sullivan Elevations Bookcase, Cherry Finish",$4,3,West,$3.93,$334,Consumer,18-01-2014,Standard Class,California,Bookcases
5,$30,Shipped Early,6,$19.90,33.00%,Office Supplies,San Francisco,United States,Brian Dahlen,0.00%,1,13-01-2014,CA-2014-157147,94109,4009 Highlighters by Sanford,$7,5,West,$6.57,$20,Consumer,18-01-2014,Standard Class,California,Art
7,"$1,900",Shipped Late,6,"$1,268.82",21.00%,Furniture,Wilmington,United States,Ivan Liston,0.00%,1,06-02-2015,CA-2015-156482,19805,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,$266,9,East,$266.45,"$1,269",Consumer,13-02-2015,Standard Class,Delaware,Chairs
7,$425,Shipped Late,6,$283.92,29.00%,Furniture,Wilmington,United States,Ivan Liston,0.00%,1,06-02-2015,CA-2015-156482,19805,"Hon Metal Bookcases, Putty",$82,4,East,$82.34,$284,Consumer,13-02-2015,Standard Class,Delaware,Bookcases
7,$9,Shipped Late,6,$5.68,31.00%,Office Supplies,Wilmington,United States,Ivan Liston,0.00%,1,06-02-2015,CA-2015-156482,19805,SANFORD Liquid Accent Tank-Style Highlighters,$2,2,East,$1.76,$6,Consumer,13-02-2015,Standard Class,Delaware,Art
6,$562,Shipped On Time,6,$375.34,5.00%,Office Supplies,Lafayette,United States,Liz Preis,0.00%,1,21-12-2017,CA-2017-106782,47905,Tennsco Single-Tier Lockers,$19,1,Central,$18.77,$375,Consumer,27-12-2017,Standard Class,Indiana,Storage
1,$144,Shipped On Time,1,$96.08,48.00%,Office Supplies,Redondo Beach,United States,Joseph Holt,0.00%,1,05-09-2016,CA-2016-151372,90278,14-7/8 x 11 Blue Bar Computer Printout Paper,$46,2,West,$46.12,$96,Consumer,06-09-2016,First Class,California,Paper
1,$17,Shipped On Time,1,$11.68,33.80%,Office Supplies,Redondo Beach,United States,Joseph Holt,20.00%,1,05-09-2016,CA-2016-151372,90278,"Angle-D Binders with Locking Rings, Label Holders",$4,2,West,$3.94,$12,Consumer,06-09-2016,First Class,California,Binders
1,$7,Shipped On Time,1,$4.36,41.00%,Office Supplies,Redondo Beach,United States,Joseph Holt,0.00%,1,05-09-2016,CA-2016-151372,90278,Advantus Push Pins,$2,2,West,$1.79,$4,Consumer,06-09-2016,First Class,California,Fasteners
5,$44,Shipped Early,6,$29.24,47.00%,Office Supplies,Seattle,United States,Joy Daniels,0.00%,1,04-10-2014,CA-2014-102085,98115,Avery 519,$14,4,West,$13.74,$29,Consumer,09-10-2014,Standard Class,Washington,Labels
5,$176,Shipped Early,6,$117.49,35.00%,Office Supplies,Los Angeles,United States,Bill Donatelli,20.00%,1,27-11-2017,CA-2017-107125,90045,Premium Transparent Presentation Covers by GBC,$41,7,West,$41.12,$117,Consumer,02-12-2017,Standard Class,California,Binders
5,$28,Shipped Early,6,$18.84,32.00%,Furniture,Los Angeles,United States,Bill Donatelli,0.00%,1,27-11-2017,CA-2017-107125,90045,Eldon 200 Class Desk Accessories,$6,3,West,$6.03,$19,Consumer,02-12-2017,Standard Class,California,Furnishings
4,$19,Shipped Late,3,$12.42,42.00%,Office Supplies,New York City,United States,Denise Leinenbach,0.00%,1,28-10-2016,CA-2016-125815,10009,BIC Brite Liner Highlighters,$5,3,East,$5.22,$12,Consumer,01-11-2016,Second Class,New York,Art
4,$19,Shipped Early,6,$12.96,48.00%,Office Supplies,Royal Oak,United States,Nathan Cano,0.00%,1,09-06-2015,CA-2015-144190,48073,Xerox 1995,$6,2,Central,$6.22,$13,Consumer,13-06-2015,Standard Class,Michigan,Paper
4,$104,Shipped Late,3,$69.48,30.00%,Office Supplies,San Francisco,United States,Alan Schoenberger,0.00%,1,08-12-2017,CA-2017-117926,94109,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,$21,1,West,$20.84,$69,Corporate,12-12-2017,Second Class,California,Appliances
4,$129,Shipped Early,6,$85.90,3.00%,Technology,New York City,United States,Michael Stewart,0.00%,1,16-03-2015,CA-2015-153906,10009,Plantronics MX500i Earset,$3,2,East,$2.58,$86,Corporate,20-03-2015,Standard Class,New York,Phones
4,$27,Shipped Late,3,$18.06,26.00%,Office Supplies,North Las Vegas,United States,Thomas Seio,0.00%,1,09-06-2014,CA-2014-160262,89031,DIXON Oriole Pencils,$5,7,West,$4.70,$18,Corporate,13-06-2014,Second Class,Nevada,Art
4,$119,Shipped Late,3,$79.14,46.00%,Office Supplies,North Las Vegas,United States,Thomas Seio,0.00%,1,09-06-2014,CA-2014-160262,89031,Xerox 1909,$36,3,West,$36.40,$79,Corporate,13-06-2014,Second Class,Nevada,Paper
4,$56,Shipped Late,3,$37.40,38.00%,Furniture,North Las Vegas,United States,Thomas Seio,0.00%,1,09-06-2014,CA-2014-160262,89031,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",$14,2,West,$14.21,$37,Corporate,13-06-2014,Second Class,Nevada,Furnishings
6,$4,Shipped On Time,6,$2.51,-175.00%,Office Supplies,Carrollton,United States,Joe Kamberova,80.00%,1,20-03-2015,CA-2015-127607,75007,GBC Standard Plastic Binding Systems' Combs,($4),2,Central,$-4.40,$3,Consumer,26-03-2015,Standard Class,Texas,Binders
6,$28,Shipped On Time,6,$18.86,32.50%,Office Supplies,Carrollton,United States,Joe Kamberova,20.00%,1,20-03-2015,CA-2015-127607,75007,Staples,$6,9,Central,$6.13,$19,Consumer,26-03-2015,Standard Class,Texas,Fasteners
4,$92,Shipped Early,6,$61.19,10.00%,Technology,Los Angeles,United States,Tracy Collins,20.00%,1,18-11-2016,CA-2016-166226,90008,Grandstream GXP2100 Mainstream Business Phone,$6,1,West,$6.12,$61,Home Office,22-11-2016,Standard Class,California,Phones
4,$102,Shipped Early,6,$67.84,27.00%,Office Supplies,Los Angeles,United States,Tracy Collins,0.00%,1,18-11-2016,CA-2016-166226,90008,Fellowes Command Center 5-outlet power strip,$18,1,West,$18.32,$68,Home Office,22-11-2016,Standard Class,California,Appliances
1,$73,Shipped On Time,1,$48.71,11.30%,Furniture,Seattle,United States,Aaron Bergman,20.00%,1,07-03-2014,CA-2014-156587,98103,"Global Push Button Manager's Chair, Indigo",$5,1,West,$5.48,$49,Consumer,08-03-2014,First Class,Washington,Chairs
1,$27,Shipped On Time,1,$17.94,26.00%,Office Supplies,Seattle,United States,Aaron Bergman,0.00%,1,07-03-2014,CA-2014-156587,98103,Newell 330,$5,3,West,$4.66,$18,Consumer,08-03-2014,First Class,Washington,Art
1,$364,Shipped On Time,1,$242.94,2.00%,Office Supplies,Seattle,United States,Aaron Bergman,0.00%,1,07-03-2014,CA-2014-156587,98103,"Carina 42""Hx23 3/4""W Media Storage Unit",$5,3,West,$4.86,$243,Consumer,08-03-2014,First Class,Washington,Storage
4,$12,Shipped Late,3,$7.76,-66.70%,Office Supplies,Fort Lauderdale,United States,Darren Powers,70.00%,1,15-05-2016,CA-2016-141180,33311,GBC Instant Report Kit,($5),4,South,$-5.18,$8,Consumer,19-05-2016,Second Class,Florida,Binders
3,$699,Shipped On Time,3,$467.04,12.50%,Technology,Columbia,United States,Craig Yedwab,20.00%,1,25-05-2015,CA-2015-109708,38401,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,$58,4,South,$58.38,$467,Corporate,28-05-2015,Second Class,Tennessee,Phones
3,$193,Shipped On Time,3,$128.85,3.00%,Technology,Providence,United States,Brad Eason,0.00%,1,02-08-2015,CA-2015-122406,2908,Plantronics MX500i Earset,$4,3,East,$3.87,$129,Home Office,05-08-2015,Second Class,Rhode Island,Phones
3,$13,Shipped On Time,3,$8.40,49.00%,Office Supplies,Providence,United States,Brad Eason,0.00%,1,02-08-2015,CA-2015-122406,2908,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",$4,2,East,$4.12,$8,Home Office,05-08-2015,Second Class,Rhode Island,Paper
3,$299,Shipped On Time,3,$199.98,42.00%,Technology,Providence,United States,Brad Eason,0.00%,1,02-08-2015,CA-2015-122406,2908,Logitech G700s Rechargeable Gaming Mouse,$84,2,East,$83.99,$200,Home Office,05-08-2015,Second Class,Rhode Island,Accessories
3,$166,Shipped On Time,3,$110.98,14.00%,Furniture,Providence,United States,Brad Eason,0.00%,1,02-08-2015,CA-2015-122406,2908,Office Star Flex Back Scooter Chair with White Frame,$16,1,East,$15.54,$111,Home Office,05-08-2015,Second Class,Rhode Island,Chairs
3,$311,Shipped Late,1,$207.98,-13.80%,Furniture,Jacksonville,United States,Kelly Lampkin,20.00%,1,06-11-2016,US-2016-153815,32216,High-Back Leather Manager's Chair,($29),2,South,$-28.60,$208,Corporate,09-11-2016,First Class,Florida,Chairs
3,$54,Shipped Late,1,$36.11,35.00%,Office Supplies,Jacksonville,United States,Kelly Lampkin,20.00%,1,06-11-2016,US-2016-153815,32216,Embossed Ink Jet Note Cards,$13,2,South,$12.64,$36,Corporate,09-11-2016,First Class,Florida,Paper
3,$53,Shipped Late,1,$35.57,16.30%,Furniture,Jacksonville,United States,Kelly Lampkin,20.00%,1,06-11-2016,US-2016-153815,32216,"Executive Impressions 14"" Contract Wall Clock",$6,2,South,$5.78,$36,Corporate,09-11-2016,First Class,Florida,Furnishings
3,$133,Shipped Late,1,$88.77,35.00%,Office Supplies,Jacksonville,United States,Kelly Lampkin,20.00%,1,06-11-2016,US-2016-153815,32216,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",$31,2,South,$31.07,$89,Corporate,09-11-2016,First Class,Florida,Paper
5,$19,Shipped Early,6,$12.90,49.00%,Office Supplies,Oceanside,United States,Penelope Sewall,0.00%,1,07-11-2016,CA-2016-164896,92054,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",$6,2,West,$6.32,$13,Home Office,12-11-2016,Standard Class,California,Paper
5,"$1,074",Shipped Late,3,$717.12,21.30%,Technology,Jacksonville,United States,Justin Ritter,20.00%,1,18-09-2015,CA-2015-142202,32216,Enermax Acrylux Wireless Keyboard,$152,9,South,$152.39,$717,Corporate,23-09-2015,Second Class,Florida,Accessories
2,$32,Shipped Late,1,$21.36,33.80%,Office Supplies,New York City,United States,Alan Hwang,20.00%,1,07-12-2015,CA-2015-165050,10024,Pressboard Data Binders by Wilson Jones,$7,5,East,$7.21,$21,Consumer,09-12-2015,First Class,New York,Binders
2,$10,Shipped Late,1,$6.69,35.00%,Office Supplies,New York City,United States,Alan Hwang,20.00%,1,07-12-2015,CA-2015-165050,10024,Avery Durable Slant Ring Binders With Label Holder,$2,2,East,$2.34,$7,Consumer,09-12-2015,First Class,New York,Binders
2,"$1,159",Shipped Late,1,$773.94,29.00%,Technology,New York City,United States,Alan Hwang,0.00%,1,07-12-2015,CA-2015-165050,10024,Digium D40 VoIP phone,$224,6,East,$224.44,$774,Consumer,09-12-2015,First Class,New York,Phones
4,$31,Shipped Late,3,$20.57,7.50%,Office Supplies,Chicago,United States,Rob Williams,20.00%,1,09-12-2016,US-2016-131114,60610,Acme Office Executive Series Stainless Steel Trimmers,$2,3,Central,$1.54,$21,Corporate,13-12-2016,Second Class,Illinois,Supplies
4,$7,Shipped Late,3,$4.36,-270.00%,Office Supplies,Chicago,United States,Rob Williams,80.00%,1,09-12-2016,US-2016-131114,60610,Belkin 6 Outlet Metallic Surge Strip,($12),2,Central,$-11.76,$4,Corporate,13-12-2016,Second Class,Illinois,Appliances
4,$29,Shipped Late,3,$19.04,-7.50%,Technology,Chicago,United States,Rob Williams,20.00%,1,09-12-2016,US-2016-131114,60610,Kingston Digital DataTraveler 8GB USB 2.0,($1),4,Central,$-1.43,$19,Corporate,13-12-2016,Second Class,Illinois,Accessories
6,$8,Shipped On Time,6,$5.22,46.00%,Office Supplies,Huntington Beach,United States,Adam Hart,0.00%,1,16-11-2014,CA-2014-160066,92646,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,$2,2,West,$2.40,$5,Corporate,22-11-2014,Standard Class,California,Labels
4,$127,Shipped Late,3,$84.84,27.00%,Office Supplies,San Diego,United States,Irene Maddox,0.00%,1,06-11-2016,CA-2016-109925,92105,Eldon Portable Mobile Manager,$23,3,West,$22.91,$85,Consumer,10-11-2016,Second Class,California,Storage
4,$11,Shipped Early,6,$7.24,16.30%,Office Supplies,Nashville,United States,Cyma Kinney,20.00%,1,06-09-2015,CA-2015-160696,37211,Assorted Color Push Pins,$1,5,South,$1.18,$7,Corporate,10-09-2015,Standard Class,Tennessee,Fasteners
0,$22,Shipped On Time,0,$14.40,49.00%,Office Supplies,New York City,United States,Allen Goldenen,0.00%,1,03-09-2014,CA-2014-125171,10009,Avery 514,$7,5,East,$7.06,$14,Consumer,03-09-2014,Same Day,New York,Labels
4,$23,Shipped Early,6,$15.55,35.00%,Office Supplies,Colorado Springs,United States,Craig Leslie,20.00%,1,24-04-2016,CA-2016-149279,80906,Xerox 226,$5,3,West,$5.44,$16,Home Office,28-04-2016,Standard Class,Colorado,Paper
4,"$1,985",Shipped Early,6,"$1,325.76",11.30%,Furniture,Colorado Springs,United States,Craig Leslie,20.00%,1,24-04-2016,CA-2016-149279,80906,SAFCO Arco Folding Chair,$149,6,West,$149.15,"$1,326",Home Office,28-04-2016,Standard Class,Colorado,Chairs
4,$5,Shipped Early,6,$3.11,-70.00%,Office Supplies,Colorado Springs,United States,Craig Leslie,70.00%,1,24-04-2016,CA-2016-149279,80906,Wilson Jones Impact Binders,($2),2,West,$-2.18,$3,Home Office,28-04-2016,Standard Class,Colorado,Binders
4,$10,Shipped Early,6,$6.67,32.50%,Office Supplies,San Francisco,United States,Arthur Wiediger,20.00%,1,31-08-2017,CA-2017-107321,94110,Acco Suede Grain Vinyl Round Ring Binder,$2,3,West,$2.17,$7,Home Office,04-09-2017,Standard Class,California,Binders
4,"$1,032",Shipped Early,6,$689.41,11.30%,Technology,San Francisco,United States,Arthur Wiediger,20.00%,1,31-08-2017,CA-2017-107321,94110,Aastra 6757i CT Wireless VoIP phone,$78,4,West,$77.56,$689,Home Office,04-09-2017,Standard Class,California,Phones
